Year,Ag District,County,Commodity,Value
2004,WESTERN,SENECA,CORN,144
2004,WESTERN,WAYNE,CORN,128
2004,WESTERN,WYOMING,CORN,116
2004,WESTERN,YATES,CORN,111
2003,CENTRAL,CAYUGA,CORN,125
2003,CENTRAL,CHENANGO,CORN,129
2003,CENTRAL,CORTLAND,CORN,119
2003,CENTRAL,HERKIMER,CORN,117
2003,CENTRAL,MADISON,CORN,114
2003,CENTRAL,ONEIDA,CORN,114
2003,CENTRAL,ONONDAGA,CORN,119
2003,CENTRAL,OSWEGO,CORN,100
2003,CENTRAL,OTSEGO,CORN,112
2003,EASTERN,ALBANY,CORN,131
2003,EASTERN,FULTON,CORN,144
2003,EASTERN,MONTGOMERY,CORN,115
2003,EASTERN,RENSSELAER,CORN,136
2003,EASTERN,SARATOGA,CORN,142
2003,EASTERN,SCHENECTADY,CORN,101
2003,EASTERN,SCHOHARIE,CORN,94
2003,EASTERN,WASHINGTON,CORN,138
2003,LONG ISLAND,SUFFOLK,CORN,120
2003,NORTHEAST,CLINTON,CORN,106
2003,NORTHEAST,ESSEX,CORN,109
2003,NORTHEAST,FRANKLIN,CORN,110
2003,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,0
2003,NORTHERN,JEFFERSON,CORN,114
2003,NORTHERN,LEWIS,CORN,96
2003,NORTHERN,ST LAWRENCE,CORN,119
2003,SOUTHEAST,COLUMBIA,CORN,124
2003,SOUTHEAST,DELAWARE,CORN,108
2003,SOUTHEAST,DUTCHESS,CORN,114
2003,SOUTHEAST,GREENE,CORN,83
2003,SOUTHEAST,ORANGE,CORN,91
2003,SOUTHEAST,SULLIVAN,CORN,89
2003,SOUTHEAST,ULSTER,CORN,139
2003,SOUTHERN,BROOME,CORN,101
2003,SOUTHERN,CHEMUNG,CORN,110
2003,SOUTHERN,SCHUYLER,CORN,95
2003,SOUTHERN,TIOGA,CORN,73
2003,SOUTHERN,TOMPKINS,CORN,105
2003,SOUTHWEST,ALLEGANY,CORN,128
2003,SOUTHWEST,CATTARAUGUS,CORN,104
2003,SOUTHWEST,CHAUTAUQUA,CORN,111
2003,SOUTHWEST,STEUBEN,CORN,116
2003,WESTERN,ERIE,CORN,111
2003,WESTERN,GENESEE,CORN,132
2003,WESTERN,LIVINGSTON,CORN,136
2003,WESTERN,MONROE,CORN,126
2003,WESTERN,NIAGARA,CORN,115
2003,WESTERN,ONTARIO,CORN,125
2003,WESTERN,ORLEANS,CORN,122
2003,WESTERN,SENECA,CORN,131
2003,WESTERN,WAYNE,CORN,124
2003,WESTERN,WYOMING,CORN,126
2003,WESTERN,YATES,CORN,122
2002,CENTRAL,CAYUGA,CORN,94
2002,CENTRAL,CHENANGO,CORN,94
2002,CENTRAL,CORTLAND,CORN,75
2002,CENTRAL,HERKIMER,CORN,108
2002,CENTRAL,MADISON,CORN,99
2002,CENTRAL,ONEIDA,CORN,101
2002,CENTRAL,ONONDAGA,CORN,98
2002,CENTRAL,OSWEGO,CORN,94
2002,CENTRAL,OTSEGO,CORN,93
2002,EASTERN,ALBANY,CORN,83
2002,EASTERN,FULTON,CORN,103
2002,EASTERN,MONTGOMERY,CORN,99
2002,EASTERN,RENSSELAER,CORN,104
2002,EASTERN,SARATOGA,CORN,112
2002,EASTERN,SCHENECTADY,CORN,0
2002,EASTERN,SCHOHARIE,CORN,124
2002,EASTERN,WASHINGTON,CORN,98
2002,LONG ISLAND,SUFFOLK,CORN,91
2002,NORTHEAST,CLINTON,CORN,125
2002,NORTHEAST,ESSEX,CORN,0
2002,NORTHEAST,FRANKLIN,CORN,119
2002,NORTHERN,JEFFERSON,CORN,115
2002,NORTHERN,LEWIS,CORN,92
2002,NORTHERN,ST LAWRENCE,CORN,85
2002,SOUTHEAST,COLUMBIA,CORN,87
2002,SOUTHEAST,DELAWARE,CORN,83
2002,SOUTHEAST,DUTCHESS,CORN,99
2002,SOUTHEAST,GREENE,CORN,78
2002,SOUTHEAST,ORANGE,CORN,81
2002,SOUTHEAST,SULLIVAN,CORN,74
2002,SOUTHEAST,ULSTER,CORN,91
2002,SOUTHERN,BROOME,CORN,110
2002,SOUTHERN,CHEMUNG,CORN,92
2002,SOUTHERN,SCHUYLER,CORN,130
2002,SOUTHERN,TIOGA,CORN,87
2002,SOUTHERN,TOMPKINS,CORN,87
2002,SOUTHWEST,ALLEGANY,CORN,100
2002,SOUTHWEST,CATTARAUGUS,CORN,117
2002,SOUTHWEST,CHAUTAUQUA,CORN,113
2002,SOUTHWEST,STEUBEN,CORN,91
2002,WESTERN,ERIE,CORN,105
2002,WESTERN,GENESEE,CORN,101
2002,WESTERN,LIVINGSTON,CORN,115
2002,WESTERN,MONROE,CORN,91
2002,WESTERN,NIAGARA,CORN,86
2002,WESTERN,ONTARIO,CORN,84
2002,WESTERN,ORLEANS,CORN,95
2002,WESTERN,SENECA,CORN,84
2002,WESTERN,WAYNE,CORN,88
2002,WESTERN,WYOMING,CORN,123
2002,WESTERN,YATES,CORN,86
2001,CENTRAL,CAYUGA,CORN,132
2001,CENTRAL,CHENANGO,CORN,107
2001,CENTRAL,CORTLAND,CORN,119
2001,CENTRAL,HERKIMER,CORN,121
2001,CENTRAL,MADISON,CORN,103
2001,CENTRAL,ONEIDA,CORN,111
2001,CENTRAL,ONONDAGA,CORN,116
2001,CENTRAL,OSWEGO,CORN,95
2001,CENTRAL,OTSEGO,CORN,105
2001,EASTERN,ALBANY,CORN,83
2001,EASTERN,FULTON,CORN,114
2001,EASTERN,MONTGOMERY,CORN,112
2001,EASTERN,RENSSELAER,CORN,92
2001,EASTERN,SARATOGA,CORN,120
2001,EASTERN,SCHENECTADY,CORN,112
2001,EASTERN,SCHOHARIE,CORN,121
2001,EASTERN,WASHINGTON,CORN,125
2001,LONG ISLAND,SUFFOLK,CORN,132
2001,NORTHEAST,CLINTON,CORN,120
2001,NORTHEAST,ESSEX,CORN,114
2001,NORTHEAST,FRANKLIN,CORN,107
2001,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,114
2001,NORTHERN,JEFFERSON,CORN,95
2001,NORTHERN,LEWIS,CORN,126
2001,NORTHERN,ST LAWRENCE,CORN,79
2001,SOUTHEAST,COLUMBIA,CORN,97
2001,SOUTHEAST,DELAWARE,CORN,91
2001,SOUTHEAST,DUTCHESS,CORN,115
2001,SOUTHEAST,GREENE,CORN,99
2001,SOUTHEAST,ORANGE,CORN,88
2001,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,105
2001,SOUTHEAST,SULLIVAN,CORN,76
2001,SOUTHEAST,ULSTER,CORN,114
2001,SOUTHERN,BROOME,CORN,103
2001,SOUTHERN,CHEMUNG,CORN,94
2001,SOUTHERN,SCHUYLER,CORN,102
2001,SOUTHERN,TIOGA,CORN,93
2001,SOUTHERN,TOMPKINS,CORN,110
2001,SOUTHWEST,ALLEGANY,CORN,95
2001,SOUTHWEST,CATTARAUGUS,CORN,78
2001,SOUTHWEST,CHAUTAUQUA,CORN,88
2001,SOUTHWEST,STEUBEN,CORN,87
2001,WESTERN,ERIE,CORN,89
2001,WESTERN,GENESEE,CORN,103
2001,WESTERN,LIVINGSTON,CORN,90
2001,WESTERN,MONROE,CORN,104
2001,WESTERN,NIAGARA,CORN,88
2001,WESTERN,ONTARIO,CORN,110
2001,WESTERN,ORLEANS,CORN,106
2001,WESTERN,SENECA,CORN,113
2001,WESTERN,WAYNE,CORN,103
2001,WESTERN,WYOMING,CORN,103
2001,WESTERN,YATES,CORN,98
2000,CENTRAL,CAYUGA,CORN,99
2000,CENTRAL,CHENANGO,CORN,99
2000,CENTRAL,CORTLAND,CORN,83
2000,CENTRAL,HERKIMER,CORN,83
2000,CENTRAL,MADISON,CORN,105
2000,CENTRAL,ONEIDA,CORN,94
2000,CENTRAL,ONONDAGA,CORN,94
2000,CENTRAL,OSWEGO,CORN,88
2000,CENTRAL,OTSEGO,CORN,85
2000,EASTERN,ALBANY,CORN,86
2000,EASTERN,FULTON,CORN,80
2000,EASTERN,MONTGOMERY,CORN,87
2000,EASTERN,RENSSELAER,CORN,88
2000,EASTERN,SARATOGA,CORN,83
2000,EASTERN,SCHENECTADY,CORN,81
2000,EASTERN,SCHOHARIE,CORN,90
2000,EASTERN,WASHINGTON,CORN,88
2000,LONG ISLAND,SUFFOLK,CORN,115
2000,NORTHEAST,CLINTON,CORN,98
2000,NORTHEAST,ESSEX,CORN,94
2000,NORTHEAST,FRANKLIN,CORN,91
2000,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,94
2000,NORTHERN,JEFFERSON,CORN,96
2000,NORTHERN,LEWIS,CORN,87
2000,NORTHERN,ST LAWRENCE,CORN,101
2000,SOUTHEAST,COLUMBIA,CORN,99
2000,SOUTHEAST,DELAWARE,CORN,90
2000,SOUTHEAST,DUTCHESS,CORN,85
2000,SOUTHEAST,GREENE,CORN,76
2000,SOUTHEAST,ORANGE,CORN,75
2000,SOUTHEAST,SULLIVAN,CORN,73
2000,SOUTHEAST,ULSTER,CORN,72
2000,SOUTHERN,BROOME,CORN,93
2000,SOUTHERN,CHEMUNG,CORN,84
2000,SOUTHERN,SCHUYLER,CORN,87
2000,SOUTHERN,TIOGA,CORN,89
2000,SOUTHERN,TOMPKINS,CORN,76
2000,SOUTHWEST,ALLEGANY,CORN,103
2000,SOUTHWEST,CATTARAUGUS,CORN,97
2000,SOUTHWEST,CHAUTAUQUA,CORN,104
2000,SOUTHWEST,STEUBEN,CORN,91
2000,WESTERN,ERIE,CORN,106
2000,WESTERN,GENESEE,CORN,105
2000,WESTERN,LIVINGSTON,CORN,109
2000,WESTERN,MONROE,CORN,100
2000,WESTERN,NIAGARA,CORN,95
2000,WESTERN,ONTARIO,CORN,104
2000,WESTERN,ORLEANS,CORN,103
2000,WESTERN,SENECA,CORN,95
2000,WESTERN,WAYNE,CORN,99
2000,WESTERN,WYOMING,CORN,105
2000,WESTERN,YATES,CORN,98
